reneged patient id,reneged patient time
2,18.878724172980625
5,11.191984637615896
7,13.013372332377145
10,17.412042162437487
11,18.89691032393705
12,20.79896109539726
16,17.44862617258731
15,26.256611741209653
19,11.946578281626117
24,13.172091872061259
21,20.956542976475816
26,9.195040340515604
23,18.356729972769074
27,8.385207938091042
25,24.598286645895982
29,30.25078606426129
32,10.811989906880086
30,27.21974759145195
33,18.08733813244777
35,10.764833149126787
36,18.00318243522915
37,16.761072637682304
34,27.636354925790585
39,18.939753823022613
45,13.087514908345213
44,25.876631662511414
46,21.941459250700973
50,8.321429125007143
49,14.512655134103767
53,12.895950010834724
54,16.078714689820515
56,9.878151193248982
61,8.122245854845517
60,14.33743712811048
68,14.669236208317443
67,18.185550424697738
66,21.45048066468877
64,26.249346247348456
71,12.801262961753707
72,10.477570392367454
65,36.36195070807457
74,17.110188775751567
70,26.900693810820087
75,16.5066116899622
73,24.297407670141354
76,15.587784234522019
79,25.393923109296225
84,18.972468683012266
83,23.351131697156404
Next Day,Next Day
4,14.189845414462521
3,29.66456233144492
6,10.77566136909715
8,11.250727848185875
9,15.033964217567359
12,15.964847215442113
18,8.922224386907857
15,23.802701379458142
19,18.16522799880275
17,29.56488313229528
21,16.51204077495497
25,11.039200291921318
26,17.74190930351078
20,32.62163901143501
31,11.065427000430816
23,29.45935615351644
29,17.426750202696013
24,31.268786215020086
34,8.927046311709631
32,17.324577393815403
33,14.791262454023283
28,32.197151004433564
35,19.09002907952876
38,8.66177113963991
39,11.595999359145992
36,30.104675050700763
41,8.325645947358453
43,8.956422397877446
47,13.990772434106077
49,12.009121336356117
45,31.887609708993153
46,29.6153787488889
51,11.186674281844489
53,8.022220670030208
50,12.337876112490648
59,12.818693313113698
56,23.59939901372536
57,19.574949491021897
61,17.082248651286136
62,13.079926527232487
58,19.30023582376205
64,17.899107314806486
65,24.70625417912524
68,20.946539830508897
63,35.662687774857886
70,11.206410848716587
67,31.238178387559458
72,11.722518283275463
69,25.49162454052157
73,15.679911401230129
78,10.489531406039532
76,39.6894229055859
79,23.669985038175696
81,13.64832828485578
88,11.69414361531949
86,15.88165833941855
85,25.143272767189103
87,27.4843418338927
89,14.58132326535349
Next Day,Next Day
3,12.247230139813553
2,16.635940934597112
8,10.784957528337138
7,27.985408962309695
12,13.323821745458957
13,23.8016972059836
16,13.541004445181926
15,15.745577086884921
19,27.879038022049386
23,13.833079999151124
24,12.692158266765489
21,25.54267059012436
25,21.542469467955158
26,23.13628274563635
30,14.89632186977164
28,23.102974638568156
34,13.14259368551862
36,14.76550753499157
31,30.05900230694317
32,36.14253109020811
38,15.125789676026528
33,39.684510024842325
41,11.98671543415972
37,28.56859247534146
43,13.318014793903359
45,13.299561617357426
40,31.99858004417746
44,27.29446650728218
46,19.755914988408648
48,21.667048515004637
50,16.06575251284312
51,12.982841695023296
53,18.161453798639656
55,13.513522063612584
60,13.206173604423896
59,26.985850275511098
62,13.937443261477767
64,12.32477559171383
61,26.70994659694435
68,11.295673726406449
66,17.009413686841242
70,12.115657736516027
72,16.261308745940426
71,19.070591883232566
76,15.692512469312874
77,20.068837135562546
80,14.094192049942137
74,24.42037628170118
79,18.25613276252767
78,23.815201942779368
83,26.43582811098031
86,19.539901473752877
87,10.570301467734225
84,29.96739758058203
85,28.23740556478691
89,10.600567057708815
Next Day,Next Day
5,20.60255573529997
3,24.637626533602607
6,20.212442517852928
15,14.059215808055171
12,22.103323473534473
13,23.672305966393978
17,9.28963206606251
21,11.201016979484194
26,12.811290436488918
24,23.479607007259744
23,26.226659696488213
22,26.884784599380964
28,23.293206867600247
29,22.701532788609114
31,34.596767949370786
33,21.138223854487734
32,29.461117588985502
36,18.091055472769483
35,19.271598442856003
34,23.655465866192202
38,14.984798244412815
39,17.155399195544163
42,26.017731351743862
46,19.341043222927738
51,28.282188287232202
49,39.818030701462874
52,25.44940501476634
55,24.518412215527007
57,16.40159624573505
54,31.11872371857544
62,9.093440708928256
56,29.728772691821973
61,18.992157271221572
63,17.73531198201232
65,21.59714442645935
59,33.63340468011006
60,32.03243468667381
66,25.82383722583728
Next Day,Next Day
3,23.80407422011867
5,24.501636223619833
7,11.562192026262274
6,13.589459678524278
11,11.405104855889086
12,17.035507818964533
13,19.022247353639216
15,17.107399441267773
20,10.628935864929929
18,16.98149460396357
19,16.35804590411628
22,11.462846332068693
26,19.324734067746704
27,14.102104621936519
33,13.675812517144095
31,17.256544807011693
30,21.208767818927242
35,11.306945901079786
36,10.552879529306239
39,8.505798110367294
29,33.76073085366741
41,9.781225683565623
38,14.526715649632052
37,25.48388324676378
45,18.23453901483728
42,25.983573601706524
44,25.29290803713161
46,18.30208552330288
43,29.83984981333316
51,23.547799132658525
52,26.66544171052371
54,14.398231888639856
56,11.932191371998556
55,13.281537290629501
57,8.645898488531827
64,10.349827677532005
62,24.36529883405086
61,28.522903863791328
63,15.379577996729381
67,20.831804632136084
66,25.798668559709597
68,33.54336889219087
70,8.262142270549077
76,11.873291079971807
75,18.98133673446631
74,28.0344343315856
73,35.38842741669794
80,11.31674083188932
81,15.579447550105442
78,28.101284224907886
83,23.2256008550803
84,16.812129506116833
86,20.797826888982
Next Day,Next Day
5,16.04899934789548
9,23.495607954736087
13,20.34092053623992
8,34.746905445981696
11,27.593421668531825
15,22.52183673363035
16,20.862059696884785
14,38.3194763923085
20,20.240293152678532
19,21.859347375330998
27,10.510160799996868
21,27.74207660700128
18,35.6973505908517
25,24.380100450128083
26,19.475460457647955
22,30.139424686092866
23,30.363130011490554
30,22.10808428882156
29,30.364728511889282
32,26.88017197953816
36,10.027908494733765
34,32.16993730229565
35,37.0086533276928
38,14.933279313114099
37,17.86160893450659
41,12.486887745888822
46,9.552788634748083
45,16.25397707719651
47,11.713952057457874
40,23.960278199211245
50,8.961866679613308
43,27.17480629101874
51,12.80470380030394
52,10.211313471185775
53,10.902854235759406
48,34.60885827588973
49,35.59885021433308
58,12.70598152876019
56,16.76065582029355
60,17.02740812344456
61,14.612938750593457
62,10.257662808861227
63,12.79952471522438
68,10.280384169918477
71,9.252197495878363
70,13.07701216760887
67,27.365822871704154
66,31.037352178524173
69,20.73114955556605
72,15.18846633721472
75,15.787783772567764
81,10.880506011452269
83,9.541293133130239
80,17.74604159158588
79,33.063256955941995
85,13.1352994893183
89,12.83472675143787
86,22.467402948250594
84,38.64683546525947
88,24.61557536448754
91,10.856460478264523
92,14.345817445493537
93,20.9225215608256
97,8.260339761890918
96,15.523371701492408
98,17.90783197872969
101,12.825084120625547
104,9.642434946086553
103,18.26963870234914
Next Day,Next Day
1,11.080326610085667
6,12.88232874133767
8,12.909491271771508
11,11.386755132787442
10,20.589526833530087
12,16.828410055043676
19,8.575711813928052
14,21.605808323229773
18,16.116137452184006
16,25.04959348434528
20,34.482783459102805
21,34.05110730067305
23,29.865789951237204
25,33.246623401793755
33,8.051751757610106
26,26.65783036144603
34,13.371764014110454
31,23.2765951126447
28,30.83502159122122
30,31.152093712855816
35,23.27989566827361
32,30.929438287298765
29,37.63408794342672
38,31.13935905183348
41,11.752726608268773
40,17.82027978491149
43,21.105506817702093
45,15.517857879583232
48,15.911992138841725
51,16.18428803376935
49,20.982347739092802
52,25.816282182348687
57,12.279640923991764
55,21.966472057757017
56,21.021509162943232
61,18.15263246968607
64,8.273019129641398
66,23.582615109352957
67,19.69269640881788
70,9.762677932265035
73,9.317486844907478
71,17.20429642902684
72,16.71598143731927
Next Day,Next Day
4,21.710569113310292
5,13.258097825276106
9,10.467412327889434
10,10.41546460240005
8,15.830803865028948
7,18.966780792552964
13,17.378542795953038
16,12.831381102460398
14,18.46451439059173
18,27.601042401592125
22,21.497478153488615
25,14.638432547722672
27,8.624030009450863
21,31.349702438213455
23,26.719504879125182
29,13.366295450442834
28,14.535992678195015
30,21.149712550689117
32,15.908520848173936
33,14.241105441625109
39,9.51002115806267
38,12.631849476076326
42,11.428339502435676
40,19.44108703212538
45,12.90552657584135
43,21.275139338514123
46,17.993987927459585
49,9.356590764292548
52,16.99771302605984
54,15.595370164026093
56,10.165723205423319
55,16.67204826461375
59,16.86104556396566
66,11.127315852885715
67,22.903179716635123
72,8.358405142289826
69,23.08584067874625
Next Day,Next Day
3,11.95491428667221
8,28.384133272156628
12,9.043886757438827
13,12.264742513137143
9,22.588982902331516
19,8.728869152233216
15,23.644881851044886
11,28.204552756238
18,14.448752903489932
16,22.657967864407496
21,12.76896532628956
22,11.114898265060404
23,22.32171578471258
24,28.169871194186783
29,24.749316427655145
28,28.155842746535512
32,10.674428898012081
27,30.51708071804613
35,10.195697906831015
33,16.8353795247248
36,24.633064376056495
41,12.047784836164794
39,19.201119385428484
38,27.230596670728346
43,9.870797742596665
42,20.966784172798782
46,24.577481343985937
49,26.96794257995066
50,13.867694105252838
48,34.63622204368667
52,18.627271217599002
53,10.698544125729256
56,16.90545423924715
60,13.010954802755293
62,8.783021137690866
61,15.104135051071694
63,23.04597427359522
68,11.542983530205674
67,20.405630212267226
73,9.715907989023322
75,16.752689487457246
79,13.336644510130384
Next Day,Next Day
4,14.677322698427876
7,12.017658905663914
8,22.409882986041858
12,10.094526478142583
17,8.38224327109289
14,16.64487168592065
13,24.488414604453617
18,12.484014572997467
16,34.895002932370545
20,19.642183816885137
26,11.013917918171046
27,16.764800901234707
24,20.768786111331096
30,16.26199028420264
25,25.279759297768052
35,9.897442118638338
23,38.94608728107758
28,27.092683296208577
29,27.728793607635154
34,18.73453310260851
32,22.98907339108601
36,8.333615921670003
31,31.099097208682323
38,27.10701945571654
42,15.611823840047094
41,30.418027926608147
45,13.55591348462579
50,18.466843055360215
53,20.907933886184253
54,17.949005538247718
61,12.45488461918967
58,17.58038149202207
62,21.95407139651263
59,28.847580637739156
60,37.3196835693235
68,10.221003466133197
64,23.647351498554258
67,17.1613664467518
70,10.035183074050053
69,17.4341545099374
72,16.64435691549329
77,8.119356685532637
76,12.135464880911286
78,9.771946871535988
75,37.67421721773587
79,16.693808095013026
82,22.847853396012795
Next Day,Next Day
6,9.700871386298296
8,14.888761592616476
9,21.899875163871414
7,28.44037244383174
11,9.99431203746721
12,8.715056022004717
13,17.37113183420464
19,8.648316576239836
20,10.912557693653241
24,9.20272664774538
27,16.69987386750239
28,27.381313169654362
34,12.32086218570322
31,29.45365477256334
33,31.728619632104113
38,14.693583336814271
36,19.4633576565181
39,18.702630945900296
41,14.738520017248845
40,18.70408719989709
46,8.26225784988145
43,30.246142120803995
45,29.41614690017883
50,13.837198037046903
49,19.496631920356947
48,31.651869459209706
47,36.24661817823278
58,15.611743906020592
63,19.26013565741806
62,30.977968385466966
64,17.08491018493163
Next Day,Next Day
4,28.875009518094775
8,13.594482076624715
7,17.985352681940647
6,20.265825009090868
5,25.73868929647603
13,8.352354507045597
14,12.563348551402733
15,8.281567694624002
12,22.265052299704138
10,35.78784265427697
16,24.480255615807025
18,13.953129984091383
19,15.738270688474628
20,21.512088035719003
21,9.628759039622935
30,15.081157680772861
29,19.42606731692814
33,13.191572736779875
31,19.28513011264863
35,8.019527724165982
38,24.869370754190527
42,11.515399345057745
37,30.903880262970205
43,14.365514874164745
40,34.506077423299246
45,8.827072207025992
47,10.460533971241261
44,29.054840962946116
48,22.0225956451024
49,8.853724170891894
54,26.187488252762023
53,38.32663075899552
56,24.041106974385627
57,20.685285624320272
61,19.628407017287145
62,18.017410297724098
64,17.093835234651124
67,12.057134395626633
69,10.545884560941658
66,37.21749243136725
73,14.620587765733944
70,23.690446167148764
Next Day,Next Day
5,11.49151790349741
4,23.397520622275895
6,20.499792700362647
7,19.60327882686355
9,18.236194700464793
13,22.400233830925238
12,28.46463759833908
15,16.301659555706124
17,11.39139246489269
20,19.134999807914895
23,9.858479470554755
26,8.9254116463743
31,10.52105397269986
28,22.41525128146779
29,18.02425622577033
35,18.91767634773572
36,8.522457843935968
33,23.21586826127188
34,22.676432861158958
40,27.455886498078343
41,31.920854990928262
43,29.57743823550541
48,11.085321571777627
50,18.40815718003796
54,20.91794150204055
58,9.15450562864254
57,20.793041094125385
55,34.89152918631038
59,25.236714982265596
65,9.360292206188888
64,21.954145785427897
67,8.102334105421335
63,38.93158434553749
66,20.043209991039305
Next Day,Next Day
2,14.01292208217944
7,18.899100269015072
9,14.25056643533106
11,18.197382718222244
14,10.562283923458068
13,13.9894983680812
15,24.90493499765607
17,19.366607296654436
12,32.96304022880186
16,25.887401294011894
18,21.47771659234408
19,19.410213225617937
20,18.3520914860039
22,12.60451510611044
28,9.770094737696724
29,10.635358833652361
33,8.583802797435766
32,15.229699020401057
34,20.10900073719037
37,15.108440454756106
41,10.312677374100844
43,25.45737493334377
47,8.144371393302038
46,24.70741565986924
54,11.260541544793227
57,29.210000019220217
62,14.97965600481416
61,18.920511495918277
59,23.781000860475956
63,16.890018154689642
60,24.378717000217875
65,33.69038844319357
69,13.680766614154663
73,10.20961793645813
68,20.498849120103273
Next Day,Next Day
5,17.508234170626462
3,29.42312853036959
6,23.1217930933693
10,12.768662013002004
11,13.476913928717039
9,18.832961282160557
7,28.08495374948044
8,29.04587268738008
15,14.067203290630829
18,10.833326512477171
17,13.790105195641743
16,20.873250655456502
22,12.308353295149175
24,9.458340531888993
25,15.019488970968439
23,24.317804652235893
21,34.79093156556421
30,10.165485246433775
27,33.7255474707318
29,25.855510199402374
31,27.07299016750234
32,25.622970277964754
38,21.70314250536049
39,24.613587495320388
41,14.237483112412946
43,17.55878356146448
47,13.57056488848022
48,10.533261188693245
49,10.789347386118493
46,19.754520702325266
44,34.80236582974712
54,11.37497233378187
52,36.81914434997236
53,30.466740728532727
55,30.581579913315807
57,24.428401775526027
59,33.12580256680724
62,22.468565254105215
61,29.771332863941495
65,10.12234945930362
67,15.773603348565587
70,9.315732052296369
72,8.907162916629261
71,13.04967169169106
76,10.44932757274671
75,14.27232489684252
78,15.275882741613657
77,22.594483361727384
74,26.872237514270296
80,24.24090953436462
85,8.519223497435007
83,20.02664323909147
81,30.847278772321374
84,17.34188947620339
86,14.557400878529904
82,25.045882991453993
87,15.182245221227618
Next Day,Next Day
3,20.229124883597244
4,18.398754899409674
9,20.83820820382423
12,12.510395701244263
7,33.495256786542924
11,30.015324850410337
10,35.048237915123295
14,20.21257883971245
16,11.715531118446407
19,19.790725022578258
22,11.270193933998598
21,16.554005509547167
24,8.097198396120703
20,38.98546493405661
31,10.348339611262531
25,23.889982396926342
30,19.87501467719926
29,20.81798611288896
33,21.089456369082413
28,31.680000873837315
34,11.193173364265448
27,36.17232925468424
39,9.2621253272886
36,24.877699195758936
41,9.277770322543063
42,9.795243007128988
38,27.39456868856402
43,14.954366570488077
45,19.998779624672864
46,25.93625605777271
48,21.819649154710618
49,8.59567653286993
51,17.34273414656306
55,10.293928677500958
54,29.635306695797652
57,10.91398177124745
61,9.174787132014444
66,14.301782549601398
67,15.8505041826798
64,23.15613678796177
63,29.248040773853404
70,14.285975810714206
74,24.470095614763352
75,24.406512500122744
76,30.732140521948736
78,24.988639200623197
82,13.8112319943653
81,18.431237708624224
85,11.552156899172303
86,20.787179927148827
Next Day,Next Day
3,14.592441221136852
2,29.394909120824483
6,18.550844626886175
8,25.450024246945873
20,11.572760470880809
24,16.342864125530724
29,8.099055635205218
26,20.36929983347963
25,35.477562595537734
31,9.22489821780502
27,21.496070638298534
33,10.793494761366418
34,19.451907837426234
35,21.616580589665972
37,12.854502852093674
41,11.268754370467605
44,14.388415100883208
43,25.828196883866838
47,14.26247064635237
50,14.395156340406686
52,19.515630838226343
55,31.573627302018508
54,36.27509439112242
57,31.011531028411014
59,23.371719847947247
Next Day,Next Day
2,8.705966531260508
6,15.884295658628545
8,10.394104076766503
11,8.783772388772192
10,18.435375719341003
13,12.593722313800555
16,21.18646144938576
19,10.63637433125163
18,18.066562728921838
26,8.272528745751117
25,24.29368337718816
27,21.21195888010749
30,19.10475211805732
32,17.37154214216781
33,23.381604479778986
35,23.722542857462884
37,11.994765563633507
38,18.34533363070088
40,18.607545399040532
43,8.662003314388699
42,23.191122468348908
49,8.126918528078193
46,18.96311492948385
48,25.140200631993793
52,13.658461096204633
54,17.395066707937247
56,15.480401512536957
60,11.321827570805794
58,26.83225669367573
61,19.595213094820622
64,11.718176113765935
66,28.311084747669383
67,24.45920631471256
65,32.30234649095604
68,18.275610096965124
70,13.717920580355099
73,12.372416933266095
Next Day,Next Day
5,25.916383065854184
8,10.412762409977553
7,13.400133348095665
11,8.610042080951125
14,14.602804101774367
18,8.275483361503461
17,21.45372219647551
15,30.640503450876977
19,13.80469014520773
20,20.356171147288876
24,9.288192292421712
23,24.323312079125046
22,24.70009476845405
26,8.500221840213442
27,8.53244661842345
29,13.602782940315393
31,19.605652915610705
35,8.175392627364602
34,28.627074353159827
37,14.742836848406284
38,8.248949605579355
45,14.407034948119986
46,16.956603747006397
48,14.489831147909428
50,13.355393231415604
42,26.41774944159161
49,24.912139400225925
44,36.513214960871494
47,39.3307524507417
53,21.073789862975786
56,10.089478236775392
57,11.356816120510416
61,16.58935918921145
63,16.46620870628442
62,27.96671952032375
68,17.474618478549758
71,9.956653645974768
70,18.164611326472027
69,31.459460157013723
Next Day,Next Day
2,8.34262849180283
1,10.824119025387915
5,11.397520023207464
7,11.458426215370093
11,12.58821252971061
16,10.22727849876837
18,8.725677099662008
14,20.09898473705111
23,9.676003068921204
19,11.937038038256432
22,15.586096875810313
17,32.793654294825544
21,23.191351777985858
24,16.106785629868128
26,9.009471234369755
27,15.59996895801045
31,11.1289668726086
28,23.015618227303875
29,21.69191330896308
30,18.910887182309665
35,15.326732608072433
33,18.873847201318398
36,12.737566850434774
34,29.10159528793261
40,11.104855663985091
41,9.160803767510032
47,8.207127502770817
45,18.689411876472036
49,24.18420154080013
48,26.80027225304019
56,15.09929169149757
54,25.398222513944404
55,24.46534133234701
53,26.016556582060332
60,11.05428974646668
63,12.432336326819438
61,17.799867296353852
62,20.781269986499183
66,13.224098013597029
68,12.12307282528468
67,15.135403322249147
69,12.163048023647377
65,37.244122703429866
71,16.24155730378851
74,10.56104178302644
78,13.46670991062058
77,20.125933763438013
76,27.68665009866072
80,29.59088404106859
Next Day,Next Day
8,9.198468775640364
4,25.983463231438684
5,25.20621119185953
7,19.39454009111605
12,10.756302489027462
6,31.38792519452352
13,12.067652227460712
10,25.659586340585875
14,14.745622014345287
15,16.658116022641856
17,14.084593774019147
19,9.391958482197424
20,28.84854896421207
21,11.112125019999041
26,11.833712174229106
25,17.63358469308156
23,23.65157942037041
29,11.67142516547456
28,27.242660666361033
27,34.46376040886024
30,19.9724224729557
33,26.665813813730097
36,23.75873602273279
35,30.56878056144228
37,21.879026362911162
39,23.30682702886827
43,10.004358108276762
47,11.590143353299538
48,11.477154819893059
49,11.016819951000912
52,13.99689569715241
60,8.809858860395593
62,19.179738378398156
63,24.795574145935575
67,10.859345338275205
61,30.32107667006653
65,17.24350715274926
64,25.68927457519959
66,24.520580579114835
68,24.22996747388737
71,13.266385130889205
70,29.296064415159833
74,17.37127149053117
75,8.513994965473387
Next Day,Next Day
3,18.52846571016335
9,22.208462435192455
10,21.938266725618035
14,8.984511354865688
16,14.80485544640375
13,23.970885046556177
20,11.909866009306441
22,12.55946140829029
27,8.317888928113831
25,31.362557269154763
31,9.1463022365661
30,31.555751663794155
32,18.320527964470443
29,34.35920039039047
36,8.018239824696877
38,13.435109431799447
40,14.921169154160964
42,18.73345372177286
44,10.178280156392276
46,10.982369783275487
47,13.538236883519517
51,11.260339648460047
49,24.888263159788323
55,12.216407344178151
52,31.665826562289567
56,19.806446114279595
61,27.18758302852541
64,19.954875138418288
65,17.15631422969949
63,26.421406677901473
69,12.58712800200442
70,15.192724425794381
73,9.29028379380793
71,12.734516558010057
Next Day,Next Day
5,8.68644095799997
11,13.905684525594921
13,13.912791402298964
17,19.352379948820953
23,8.07429017583405
19,15.793058900268662
22,10.479894960867199
16,23.468543587078457
15,26.676895993646966
24,10.762268951736644
25,14.171622122375254
21,21.357659790640355
20,27.54213487288135
28,15.482663032902224
29,12.253849991691027
27,34.934088222048274
31,27.47191619785812
32,24.640163788382694
34,11.318215721783616
38,9.549669149949892
39,9.120578610130792
37,15.393868705371261
40,11.477907740467373
42,10.860498863868116
43,13.332139904809168
46,10.227556399102212
50,10.250734266898803
45,20.322783575982612
51,20.036369296774353
54,17.856659538914954
56,9.561440300398289
52,24.30311749040476
55,14.091567076392096
53,22.881570130703693
59,11.369566444375891
57,20.919922463465696
60,17.91637899166045
61,14.705930245222476
64,19.090052444057847
62,21.365437333286877
66,12.498640297494774
67,14.368141891112543
72,8.996506310787709
74,17.007259390545244
71,33.733395032840406
73,22.406794537819735
77,27.584837077243662
76,37.857721031051994
83,11.330128157679155
81,27.094148694223122
79,32.83756626520068
82,24.177827111157512
80,31.95555411636667
85,23.49484354797164
87,27.177898376890823
89,28.89493515077521
93,14.279341187108912
Next Day,Next Day
3,13.082347188416158
4,14.670846369195118
8,11.51068815211233
6,23.727804434499184
9,10.141019210128832
7,30.313280786806576
12,30.509623735138128
15,20.37231444865779
19,10.044434669979978
14,30.331095843171006
16,23.13819176165542
21,15.32654051573347
22,15.431274843640978
24,14.508602270349556
23,24.098258087505982
20,38.923249713889575
29,11.588741029475614
33,18.277507338172427
34,14.819334336865609
35,17.49784287990994
32,37.46638691295999
37,29.787113651216288
40,9.86684892120843
39,18.073134499873618
41,19.13660768024235
45,8.9803366813953
46,8.406103532673427
50,14.033762519466592
49,17.247330370488612
47,22.202231889971557
52,19.651274314953326
54,13.995117024376384
56,11.548142236970477
59,10.873636709160621
65,12.322792384474724
64,15.617963649410115
63,24.231362246388017
71,13.499708308860761
70,17.293048490326896
73,22.929415070009895
75,15.030785769731153
76,10.191464196800894
77,18.022589046594078
Next Day,Next Day
8,16.38928717311974
7,31.134856855164315
9,14.430031936421486
12,13.724208742378337
13,10.89234122002216
17,24.07965236269716
19,16.281247619027198
22,18.547488004181247
24,17.2288895461449
26,16.304720099971746
25,34.48580226884576
28,22.984144049848624
30,29.32219359457801
33,24.780044775855913
34,25.314482185901284
32,35.64956893301991
35,13.413697301079907
39,11.600210116550386
37,17.020299402787373
40,10.163677772548567
42,8.41431231102348
44,17.701815371873778
49,8.019403851370953
52,9.463485201219612
47,25.621427933398053
53,18.619211396635706
50,26.227971599086345
51,28.48703409009994
56,18.431028274897812
55,23.786484923128228
59,12.409171268259456
58,30.624699998997585
61,17.530679006107732
67,15.191334062755402
70,15.791803020658733
73,21.20652634571502
74,18.948917310589422
72,27.012141012013387
76,14.04666140489627
Next Day,Next Day
2,10.444725621222364
5,10.089066961196806
13,10.183845047662299
7,18.995533115518437
11,16.34997156854244
10,17.999383364142382
12,16.122475543458073
6,24.43550833802802
14,10.679522999658356
9,35.439666933628374
16,18.729966124462713
18,12.438142114226096
20,17.841852220717556
22,8.084550756954826
27,11.911711651696322
28,10.397955908141057
29,12.550784654937615
34,17.95490381987159
35,22.748703578614453
38,23.27982929699823
41,17.497253243629615
43,14.162457552426872
46,19.637479053873108
47,18.00604876091515
49,14.060887762145853
52,17.761953930427694
56,8.1106766322591
53,24.343693673241745
55,15.637382365329245
57,19.37727320658601
60,17.79061863624952
63,22.109900788562754
62,29.99479056189466
65,17.428535944749683
66,16.056795329086924
68,15.030400780333935
69,18.523801319889287
72,14.139237939661996
71,19.564036014279964
74,17.672802399308807
75,18.36512298471331
79,19.496098539402965
80,22.781897888583956
78,29.877166744114163
82,28.096988757975623
81,31.009359658324854
84,11.977780142404981
85,9.659943369252119
88,22.758778100087113
90,8.250374572157796
Next Day,Next Day
2,17.656229243620167
3,19.752049650443805
7,17.64126745935433
6,23.5060137556221
11,25.951456382059035
13,12.921848298243404
14,13.368002180835902
10,35.85432392719646
16,21.549278854756977
20,15.72741338721086
21,10.986332000393176
15,32.30376271555245
18,23.481698861231422
19,26.267078639506323
24,39.45167436082751
27,11.926305578912633
28,12.950987349269042
29,14.04714812609754
26,20.905956649609692
31,14.569793015353923
33,11.0742982469242
35,19.877601845629158
37,11.76068046638332
36,14.342072214921416
38,13.294773552033575
43,17.15140762475795
42,24.97088615448712
44,17.546192444953164
47,13.976212650438754
50,8.290336690303747
51,9.203000102371334
49,34.808598977346776
54,11.973364318805096
57,19.3571798446485
60,13.759427675851754
56,26.70948684137298
53,36.30950020771712
59,25.514320685734532
62,16.86376837369943
58,38.18434756123676
67,11.600182664723661
63,22.79766079964088
65,23.043082583252385
68,20.17705441536475
66,25.591628794503436
69,18.646348562083062
70,17.492474025553122
72,20.629550131175222
76,16.78785272882328
73,27.800606329576112
80,8.190676322271429
75,32.0313473704818
77,27.17727328332097
78,32.476039969002386
79,30.811162044180435
85,13.607043578794844
86,9.619964144142727
83,26.358686807115532
84,32.676189003956836
89,16.3992219836598
92,13.393652464288039
88,24.56322694702493
94,11.26903247773015
95,27.054449486510407
Next Day,Next Day
5,17.112896170090156
6,20.3688466020865
14,11.764413951920481
9,26.84165038434537
8,30.23691524988866
10,27.15923088357554
12,24.405283912946295
13,22.869631776374774
11,28.945322721454232
18,15.690018991380626
19,35.89320279068991
20,30.71571254989773
22,28.71057965309835
23,29.19222300666921
26,13.387354727272509
25,32.3830366512008
30,12.15287774143934
32,8.54488214075596
31,13.030098097498893
37,9.641318228303732
43,10.990987216951368
38,35.681647368382215
41,24.986630338477028
42,34.960862746409305
48,8.883248538762757
50,12.106715204858745
47,29.498982703017077
49,24.152289230243696
53,11.427394119115945
55,11.75094339754412
58,16.12521011853471
57,19.322556350701518
54,34.39024698399243
60,17.1401784789997
59,20.904870866352212
56,31.80622748633607
62,10.378804704916718
63,10.554095442437074
67,16.467676655500554
69,13.40044429483379
72,11.9606959715303
74,10.11699733518958
73,16.53217398485458
71,18.547669174894338
75,13.215620039841838
Next Day,Next Day
3,17.094419137928483
4,9.124672574483078
9,14.24032007831405
12,17.169564329210473
10,37.05470238375716
14,9.916923007561763
13,23.093868153900374
16,19.295928228113084
18,13.303076327026204
20,8.671505752494767
19,23.901147976177384
23,19.41324807069543
24,17.861443581580545
22,24.21447551192466
26,14.521631824823757
27,12.698272448723344
28,12.189919209662321
31,8.005042241250067
36,8.733581324473079
37,14.49102391119635
39,20.013020514490393
35,28.389817182045107
40,25.48698640562486
42,11.30424428457681
41,23.48741427703513
44,15.752778051845212
48,16.290333365144676
52,11.983447160134403
50,26.394002185111304
53,14.54957169838201
55,15.315647472588296
51,35.56726380067889
54,25.38448858900381
59,19.365641516458993
58,23.24631949364806
66,9.796088271167378
61,22.736209314344364
65,23.398812000996884
64,24.617338824759884
69,8.469827264553487
62,30.83060677908918
67,21.65938283311897
71,16.968457486499176
72,12.109352706599054
75,19.28109141924324
77,13.112868312111175
81,12.374148325448346
Next Day,Next Day
7,15.4742116383308
10,9.309199822077971
11,12.629030873292564
13,20.2825171582691
15,15.441685101291725
19,22.835880669055015
20,16.814907161063815
23,13.082927205517308
26,14.509249931892413
33,20.18280270742241
34,21.490943170509496
39,13.34521597216036
36,23.092664762420867
38,17.353733982996374
37,24.97060583484523
41,18.000457589418602
42,26.835947398803228
44,23.659503918728603
45,9.667108966011938
43,28.96402063059878
48,12.23015917137542
51,23.3626839311068
52,18.77182052046362
54,11.89756474041468
56,19.08333527905313
58,29.877179966084782
61,18.438312064224476
64,8.043764248222033
63,10.703653720132422
62,25.988155670216884
60,32.71549432445738
Next Day,Next Day
